,Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,Unnamed: 10
640,NFO,71247,50,NIFTY,NIFTY29JUN23P24000,29-JUN-2023,OPTIDX,PE,24000.0,0.05,
641,NFO,71246,50,NIFTY,NIFTY29JUN23C24000,29-JUN-2023,OPTIDX,CE,24000.0,0.05,
642,NFO,71245,50,NIFTY,NIFTY29JUN23P9000,29-JUN-2023,OPTIDX,PE,9000.0,0.05,
643,NFO,71239,50,NIFTY,NIFTY29JUN23C9000,29-JUN-2023,OPTIDX,CE,9000.0,0.05,
644,NFO,71238,50,NIFTY,NIFTY29JUN23P8000,29-JUN-2023,OPTIDX,PE,8000.0,0.05,
645,NFO,71237,50,NIFTY,NIFTY29JUN23C8000,29-JUN-2023,OPTIDX,CE,8000.0,0.05,
646,NFO,60352,50,NIFTY,NIFTY28MAR24P27000,28-MAR-2024,OPTIDX,PE,27000.0,0.05,
647,NFO,60351,50,NIFTY,NIFTY28MAR24C27000,28-MAR-2024,OPTIDX,CE,27000.0,0.05,
648,NFO,60348,50,NIFTY,NIFTY28MAR24P26000,28-MAR-2024,OPTIDX,PE,26000.0,0.05,
649,NFO,60347,50,NIFTY,NIFTY28MAR24C26000,28-MAR-2024,OPTIDX,CE,26000.0,0.05,
650,NFO,60344,50,NIFTY,NIFTY28MAR24P25000,28-MAR-2024,OPTIDX,PE,25000.0,0.05,
651,NFO,60343,50,NIFTY,NIFTY28MAR24C25000,28-MAR-2024,OPTIDX,CE,25000.0,0.05,
652,NFO,60340,50,NIFTY,NIFTY28MAR24P24000,28-MAR-2024,OPTIDX,PE,24000.0,0.05,
653,NFO,60339,50,NIFTY,NIFTY28MAR24C24000,28-MAR-2024,OPTIDX,CE,24000.0,0.05,
654,NFO,60336,50,NIFTY,NIFTY28MAR24P23000,28-MAR-2024,OPTIDX,PE,23000.0,0.05,
655,NFO,60335,50,NIFTY,NIFTY28MAR24C23000,28-MAR-2024,OPTIDX,CE,23000.0,0.05,
656,NFO,60332,50,NIFTY,NIFTY28MAR24P22000,28-MAR-2024,OPTIDX,PE,22000.0,0.05,
657,NFO,60331,50,NIFTY,NIFTY28MAR24C22000,28-MAR-2024,OPTIDX,CE,22000.0,0.05,
658,NFO,60330,50,NIFTY,NIFTY28MAR24P21000,28-MAR-2024,OPTIDX,PE,21000.0,0.05,
659,NFO,60329,50,NIFTY,NIFTY28MAR24C21000,28-MAR-2024,OPTIDX,CE,21000.0,0.05,
660,NFO,60328,50,NIFTY,NIFTY28MAR24P20000,28-MAR-2024,OPTIDX,PE,20000.0,0.05,
661,NFO,60327,50,NIFTY,NIFTY28MAR24C20000,28-MAR-2024,OPTIDX,CE,20000.0,0.05,
662,NFO,60326,50,NIFTY,NIFTY28MAR24P19000,28-MAR-2024,OPTIDX,PE,19000.0,0.05,
663,NFO,60325,50,NIFTY,NIFTY28MAR24C19000,28-MAR-2024,OPTIDX,CE,19000.0,0.05,
664,NFO,60324,50,NIFTY,NIFTY28MAR24P18000,28-MAR-2024,OPTIDX,PE,18000.0,0.05,
665,NFO,60323,50,NIFTY,NIFTY28MAR24C18000,28-MAR-2024,OPTIDX,CE,18000.0,0.05,
666,NFO,60322,50,NIFTY,NIFTY28MAR24P17000,28-MAR-2024,OPTIDX,PE,17000.0,0.05,
667,NFO,60321,50,NIFTY,NIFTY28MAR24C17000,28-MAR-2024,OPTIDX,CE,17000.0,0.05,
668,NFO,60320,50,NIFTY,NIFTY28MAR24P16000,28-MAR-2024,OPTIDX,PE,16000.0,0.05,
669,NFO,60319,50,NIFTY,NIFTY28MAR24C16000,28-MAR-2024,OPTIDX,CE,16000.0,0.05,
670,NFO,60318,50,NIFTY,NIFTY28MAR24P15000,28-MAR-2024,OPTIDX,PE,15000.0,0.05,
671,NFO,60317,50,NIFTY,NIFTY28MAR24C15000,28-MAR-2024,OPTIDX,CE,15000.0,0.05,
672,NFO,60316,50,NIFTY,NIFTY28MAR24P14000,28-MAR-2024,OPTIDX,PE,14000.0,0.05,
673,NFO,60315,50,NIFTY,NIFTY28MAR24C14000,28-MAR-2024,OPTIDX,CE,14000.0,0.05,
674,NFO,60314,50,NIFTY,NIFTY28MAR24P13000,28-MAR-2024,OPTIDX,PE,13000.0,0.05,
675,NFO,60313,50,NIFTY,NIFTY28MAR24C13000,28-MAR-2024,OPTIDX,CE,13000.0,0.05,
676,NFO,60312,50,NIFTY,NIFTY28MAR24P12000,28-MAR-2024,OPTIDX,PE,12000.0,0.05,
677,NFO,60311,50,NIFTY,NIFTY28MAR24C12000,28-MAR-2024,OPTIDX,CE,12000.0,0.05,
678,NFO,60310,50,NIFTY,NIFTY28MAR24P11000,28-MAR-2024,OPTIDX,PE,11000.0,0.05,
679,NFO,60309,50,NIFTY,NIFTY28MAR24C11000,28-MAR-2024,OPTIDX,CE,11000.0,0.05,
680,NFO,60308,50,NIFTY,NIFTY28MAR24P10000,28-MAR-2024,OPTIDX,PE,10000.0,0.05,
681,NFO,60307,50,NIFTY,NIFTY28MAR24C10000,28-MAR-2024,OPTIDX,CE,10000.0,0.05,
682,NFO,60306,50,NIFTY,NIFTY28MAR24P9000,28-MAR-2024,OPTIDX,PE,9000.0,0.05,
683,NFO,60305,50,NIFTY,NIFTY28MAR24C9000,28-MAR-2024,OPTIDX,CE,9000.0,0.05,
684,NFO,60304,50,NIFTY,NIFTY28MAR24P8000,28-MAR-2024,OPTIDX,PE,8000.0,0.05,
685,NFO,60303,50,NIFTY,NIFTY28MAR24C8000,28-MAR-2024,OPTIDX,CE,8000.0,0.05,
686,NFO,60302,50,NIFTY,NIFTY28MAR24P7000,28-MAR-2024,OPTIDX,PE,7000.0,0.05,
687,NFO,60301,50,NIFTY,NIFTY28MAR24C7000,28-MAR-2024,OPTIDX,CE,7000.0,0.05,
688,NFO,60300,50,NIFTY,NIFTY29JUN23P20100,29-JUN-2023,OPTIDX,PE,20100.0,0.05,
689,NFO,60299,50,NIFTY,NIFTY29JUN23C20100,29-JUN-2023,OPTIDX,CE,20100.0,0.05,
690,NFO,60298,50,NIFTY,NIFTY29JUN23P20050,29-JUN-2023,OPTIDX,PE,20050.0,0.05,
691,NFO,60297,50,NIFTY,NIFTY29JUN23C20050,29-JUN-2023,OPTIDX,CE,20050.0,0.05,
692,NFO,60296,50,NIFTY,NIFTY29JUN23P19950,29-JUN-2023,OPTIDX,PE,19950.0,0.05,
693,NFO,60295,50,NIFTY,NIFTY29JUN23C19950,29-JUN-2023,OPTIDX,CE,19950.0,0.05,
694,NFO,60294,50,NIFTY,NIFTY29JUN23P19900,29-JUN-2023,OPTIDX,PE,19900.0,0.05,
695,NFO,60293,50,NIFTY,NIFTY29JUN23C19900,29-JUN-2023,OPTIDX,CE,19900.0,0.05,
696,NFO,60292,50,NIFTY,NIFTY29JUN23P19850,29-JUN-2023,OPTIDX,PE,19850.0,0.05,
697,NFO,60291,50,NIFTY,NIFTY29JUN23C19850,29-JUN-2023,OPTIDX,CE,19850.0,0.05,
698,NFO,60290,50,NIFTY,NIFTY29JUN23P19800,29-JUN-2023,OPTIDX,PE,19800.0,0.05,
699,NFO,60289,50,NIFTY,NIFTY29JUN23C19800,29-JUN-2023,OPTIDX,CE,19800.0,0.05,
700,NFO,60288,50,NIFTY,NIFTY29JUN23P19750,29-JUN-2023,OPTIDX,PE,19750.0,0.05,
701,NFO,60287,50,NIFTY,NIFTY29JUN23C19750,29-JUN-2023,OPTIDX,CE,19750.0,0.05,
702,NFO,60286,50,NIFTY,NIFTY29JUN23P19700,29-JUN-2023,OPTIDX,PE,19700.0,0.05,
703,NFO,60285,50,NIFTY,NIFTY29JUN23C19700,29-JUN-2023,OPTIDX,CE,19700.0,0.05,
704,NFO,60284,50,NIFTY,NIFTY29JUN23P19650,29-JUN-2023,OPTIDX,PE,19650.0,0.05,
705,NFO,60283,50,NIFTY,NIFTY29JUN23C19650,29-JUN-2023,OPTIDX,CE,19650.0,0.05,
706,NFO,60280,50,NIFTY,NIFTY29JUN23P19600,29-JUN-2023,OPTIDX,PE,19600.0,0.05,
707,NFO,60279,50,NIFTY,NIFTY29JUN23C19600,29-JUN-2023,OPTIDX,CE,19600.0,0.05,
708,NFO,60276,50,NIFTY,NIFTY29JUN23P19550,29-JUN-2023,OPTIDX,PE,19550.0,0.05,
709,NFO,60275,50,NIFTY,NIFTY29JUN23C19550,29-JUN-2023,OPTIDX,CE,19550.0,0.05,
710,NFO,60272,50,NIFTY,NIFTY29JUN23P19500,29-JUN-2023,OPTIDX,PE,19500.0,0.05,
711,NFO,60271,50,NIFTY,NIFTY29JUN23C19500,29-JUN-2023,OPTIDX,CE,19500.0,0.05,
712,NFO,60268,50,NIFTY,NIFTY29JUN23P19450,29-JUN-2023,OPTIDX,PE,19450.0,0.05,
713,NFO,60267,50,NIFTY,NIFTY29JUN23C19450,29-JUN-2023,OPTIDX,CE,19450.0,0.05,
714,NFO,60264,50,NIFTY,NIFTY29JUN23P19400,29-JUN-2023,OPTIDX,PE,19400.0,0.05,
715,NFO,60263,50,NIFTY,NIFTY29JUN23C19400,29-JUN-2023,OPTIDX,CE,19400.0,0.05,
716,NFO,60260,50,NIFTY,NIFTY29JUN23P19350,29-JUN-2023,OPTIDX,PE,19350.0,0.05,
717,NFO,60259,50,NIFTY,NIFTY29JUN23C19350,29-JUN-2023,OPTIDX,CE,19350.0,0.05,
718,NFO,60256,50,NIFTY,NIFTY29JUN23P19300,29-JUN-2023,OPTIDX,PE,19300.0,0.05,
719,NFO,60255,50,NIFTY,NIFTY29JUN23C19300,29-JUN-2023,OPTIDX,CE,19300.0,0.05,
720,NFO,60254,50,NIFTY,NIFTY29JUN23P19250,29-JUN-2023,OPTIDX,PE,19250.0,0.05,
721,NFO,60253,50,NIFTY,NIFTY29JUN23C19250,29-JUN-2023,OPTIDX,CE,19250.0,0.05,
722,NFO,60252,50,NIFTY,NIFTY29JUN23P19200,29-JUN-2023,OPTIDX,PE,19200.0,0.05,
723,NFO,60251,50,NIFTY,NIFTY29JUN23C19200,29-JUN-2023,OPTIDX,CE,19200.0,0.05,
724,NFO,60250,50,NIFTY,NIFTY29JUN23P19150,29-JUN-2023,OPTIDX,PE,19150.0,0.05,
725,NFO,60249,50,NIFTY,NIFTY29JUN23C19150,29-JUN-2023,OPTIDX,CE,19150.0,0.05,
726,NFO,60248,50,NIFTY,NIFTY29JUN23P19100,29-JUN-2023,OPTIDX,PE,19100.0,0.05,
727,NFO,60247,50,NIFTY,NIFTY29JUN23C19100,29-JUN-2023,OPTIDX,CE,19100.0,0.05,
728,NFO,60246,50,NIFTY,NIFTY29JUN23P19050,29-JUN-2023,OPTIDX,PE,19050.0,0.05,
729,NFO,60245,50,NIFTY,NIFTY29JUN23C19050,29-JUN-2023,OPTIDX,CE,19050.0,0.05,
730,NFO,60244,50,NIFTY,NIFTY29JUN23P18950,29-JUN-2023,OPTIDX,PE,18950.0,0.05,
731,NFO,60243,50,NIFTY,NIFTY29JUN23C18950,29-JUN-2023,OPTIDX,CE,18950.0,0.05,
732,NFO,60242,50,NIFTY,NIFTY29JUN23P18900,29-JUN-2023,OPTIDX,PE,18900.0,0.05,
733,NFO,60241,50,NIFTY,NIFTY29JUN23C18900,29-JUN-2023,OPTIDX,CE,18900.0,0.05,
734,NFO,60240,50,NIFTY,NIFTY29JUN23P18850,29-JUN-2023,OPTIDX,PE,18850.0,0.05,
735,NFO,60239,50,NIFTY,NIFTY29JUN23C18850,29-JUN-2023,OPTIDX,CE,18850.0,0.05,
736,NFO,60238,50,NIFTY,NIFTY29JUN23P18800,29-JUN-2023,OPTIDX,PE,18800.0,0.05,
737,NFO,60237,50,NIFTY,NIFTY29JUN23C18800,29-JUN-2023,OPTIDX,CE,18800.0,0.05,
738,NFO,60236,50,NIFTY,NIFTY29JUN23P18750,29-JUN-2023,OPTIDX,PE,18750.0,0.05,
739,NFO,60235,50,NIFTY,NIFTY29JUN23C18750,29-JUN-2023,OPTIDX,CE,18750.0,0.05,
740,NFO,60234,50,NIFTY,NIFTY29JUN23P18700,29-JUN-2023,OPTIDX,PE,18700.0,0.05,
741,NFO,60233,50,NIFTY,NIFTY29JUN23C18700,29-JUN-2023,OPTIDX,CE,18700.0,0.05,
742,NFO,60232,50,NIFTY,NIFTY29JUN23P18650,29-JUN-2023,OPTIDX,PE,18650.0,0.05,
743,NFO,60231,50,NIFTY,NIFTY29JUN23C18650,29-JUN-2023,OPTIDX,CE,18650.0,0.05,
744,NFO,60230,50,NIFTY,NIFTY29JUN23P18600,29-JUN-2023,OPTIDX,PE,18600.0,0.05,
745,NFO,60229,50,NIFTY,NIFTY29JUN23C18600,29-JUN-2023,OPTIDX,CE,18600.0,0.05,
746,NFO,60228,50,NIFTY,NIFTY29JUN23P18550,29-JUN-2023,OPTIDX,PE,18550.0,0.05,
747,NFO,60227,50,NIFTY,NIFTY29JUN23C18550,29-JUN-2023,OPTIDX,CE,18550.0,0.05,
748,NFO,60226,50,NIFTY,NIFTY29JUN23P18500,29-JUN-2023,OPTIDX,PE,18500.0,0.05,
749,NFO,60225,50,NIFTY,NIFTY29JUN23C18500,29-JUN-2023,OPTIDX,CE,18500.0,0.05,
750,NFO,60224,50,NIFTY,NIFTY29JUN23P18450,29-JUN-2023,OPTIDX,PE,18450.0,0.05,
751,NFO,60223,50,NIFTY,NIFTY29JUN23C18450,29-JUN-2023,OPTIDX,CE,18450.0,0.05,
752,NFO,60222,50,NIFTY,NIFTY29JUN23P18400,29-JUN-2023,OPTIDX,PE,18400.0,0.05,
753,NFO,60221,50,NIFTY,NIFTY29JUN23C18400,29-JUN-2023,OPTIDX,CE,18400.0,0.05,
754,NFO,60220,50,NIFTY,NIFTY29JUN23P18350,29-JUN-2023,OPTIDX,PE,18350.0,0.05,
755,NFO,60219,50,NIFTY,NIFTY29JUN23C18350,29-JUN-2023,OPTIDX,CE,18350.0,0.05,
756,NFO,60218,50,NIFTY,NIFTY29JUN23P18300,29-JUN-2023,OPTIDX,PE,18300.0,0.05,
757,NFO,60217,50,NIFTY,NIFTY29JUN23C18300,29-JUN-2023,OPTIDX,CE,18300.0,0.05,
758,NFO,60216,50,NIFTY,NIFTY29JUN23P18250,29-JUN-2023,OPTIDX,PE,18250.0,0.05,
759,NFO,60215,50,NIFTY,NIFTY29JUN23C18250,29-JUN-2023,OPTIDX,CE,18250.0,0.05,
760,NFO,60214,50,NIFTY,NIFTY29JUN23P18200,29-JUN-2023,OPTIDX,PE,18200.0,0.05,
761,NFO,60213,50,NIFTY,NIFTY29JUN23C18200,29-JUN-2023,OPTIDX,CE,18200.0,0.05,
762,NFO,60212,50,NIFTY,NIFTY29JUN23P18150,29-JUN-2023,OPTIDX,PE,18150.0,0.05,
763,NFO,60211,50,NIFTY,NIFTY29JUN23C18150,29-JUN-2023,OPTIDX,CE,18150.0,0.05,
764,NFO,60210,50,NIFTY,NIFTY29JUN23P18100,29-JUN-2023,OPTIDX,PE,18100.0,0.05,
765,NFO,60209,50,NIFTY,NIFTY29JUN23C18100,29-JUN-2023,OPTIDX,CE,18100.0,0.05,
766,NFO,60207,50,NIFTY,NIFTY29JUN23P18050,29-JUN-2023,OPTIDX,PE,18050.0,0.05,
767,NFO,60206,50,NIFTY,NIFTY29JUN23C18050,29-JUN-2023,OPTIDX,CE,18050.0,0.05,
768,NFO,60205,50,NIFTY,NIFTY29JUN23P17950,29-JUN-2023,OPTIDX,PE,17950.0,0.05,
769,NFO,60204,50,NIFTY,NIFTY29JUN23C17950,29-JUN-2023,OPTIDX,CE,17950.0,0.05,
770,NFO,60203,50,NIFTY,NIFTY29JUN23P17900,29-JUN-2023,OPTIDX,PE,17900.0,0.05,
771,NFO,60202,50,NIFTY,NIFTY29JUN23C17900,29-JUN-2023,OPTIDX,CE,17900.0,0.05,
772,NFO,60201,50,NIFTY,NIFTY29JUN23P17850,29-JUN-2023,OPTIDX,PE,17850.0,0.05,
773,NFO,60200,50,NIFTY,NIFTY29JUN23C17850,29-JUN-2023,OPTIDX,CE,17850.0,0.05,
774,NFO,60199,50,NIFTY,NIFTY29JUN23P17800,29-JUN-2023,OPTIDX,PE,17800.0,0.05,
775,NFO,60198,50,NIFTY,NIFTY29JUN23C17800,29-JUN-2023,OPTIDX,CE,17800.0,0.05,
776,NFO,60197,50,NIFTY,NIFTY29JUN23P17750,29-JUN-2023,OPTIDX,PE,17750.0,0.05,
777,NFO,60196,50,NIFTY,NIFTY29JUN23C17750,29-JUN-2023,OPTIDX,CE,17750.0,0.05,
778,NFO,60195,50,NIFTY,NIFTY29JUN23P17700,29-JUN-2023,OPTIDX,PE,17700.0,0.05,
779,NFO,60194,50,NIFTY,NIFTY29JUN23C17700,29-JUN-2023,OPTIDX,CE,17700.0,0.05,
780,NFO,60193,50,NIFTY,NIFTY29JUN23P17650,29-JUN-2023,OPTIDX,PE,17650.0,0.05,
781,NFO,60192,50,NIFTY,NIFTY29JUN23C17650,29-JUN-2023,OPTIDX,CE,17650.0,0.05,
782,NFO,60191,50,NIFTY,NIFTY29JUN23P17600,29-JUN-2023,OPTIDX,PE,17600.0,0.05,
783,NFO,60190,50,NIFTY,NIFTY29JUN23C17600,29-JUN-2023,OPTIDX,CE,17600.0,0.05,
784,NFO,60189,50,NIFTY,NIFTY29JUN23P17550,29-JUN-2023,OPTIDX,PE,17550.0,0.05,
785,NFO,60188,50,NIFTY,NIFTY29JUN23C17550,29-JUN-2023,OPTIDX,CE,17550.0,0.05,
786,NFO,60187,50,NIFTY,NIFTY29JUN23P17500,29-JUN-2023,OPTIDX,PE,17500.0,0.05,
787,NFO,60186,50,NIFTY,NIFTY29JUN23C17500,29-JUN-2023,OPTIDX,CE,17500.0,0.05,
788,NFO,60185,50,NIFTY,NIFTY29JUN23P17450,29-JUN-2023,OPTIDX,PE,17450.0,0.05,
789,NFO,60184,50,NIFTY,NIFTY29JUN23C17450,29-JUN-2023,OPTIDX,CE,17450.0,0.05,
790,NFO,60183,50,NIFTY,NIFTY29JUN23P17400,29-JUN-2023,OPTIDX,PE,17400.0,0.05,
791,NFO,60182,50,NIFTY,NIFTY29JUN23C17400,29-JUN-2023,OPTIDX,CE,17400.0,0.05,
792,NFO,60181,50,NIFTY,NIFTY29JUN23P17350,29-JUN-2023,OPTIDX,PE,17350.0,0.05,
793,NFO,60180,50,NIFTY,NIFTY29JUN23C17350,29-JUN-2023,OPTIDX,CE,17350.0,0.05,
794,NFO,60179,50,NIFTY,NIFTY29JUN23P17300,29-JUN-2023,OPTIDX,PE,17300.0,0.05,
795,NFO,60178,50,NIFTY,NIFTY29JUN23C17300,29-JUN-2023,OPTIDX,CE,17300.0,0.05,
796,NFO,60177,50,NIFTY,NIFTY29JUN23P17250,29-JUN-2023,OPTIDX,PE,17250.0,0.05,
797,NFO,60176,50,NIFTY,NIFTY29JUN23C17250,29-JUN-2023,OPTIDX,CE,17250.0,0.05,
798,NFO,60175,50,NIFTY,NIFTY29JUN23P17200,29-JUN-2023,OPTIDX,PE,17200.0,0.05,
799,NFO,60174,50,NIFTY,NIFTY29JUN23C17200,29-JUN-2023,OPTIDX,CE,17200.0,0.05,
800,NFO,60173,50,NIFTY,NIFTY29JUN23P17150,29-JUN-2023,OPTIDX,PE,17150.0,0.05,
801,NFO,60172,50,NIFTY,NIFTY29JUN23C17150,29-JUN-2023,OPTIDX,CE,17150.0,0.05,
802,NFO,60171,50,NIFTY,NIFTY29JUN23P17100,29-JUN-2023,OPTIDX,PE,17100.0,0.05,
803,NFO,60170,50,NIFTY,NIFTY29JUN23C17100,29-JUN-2023,OPTIDX,CE,17100.0,0.05,
804,NFO,60167,50,NIFTY,NIFTY29JUN23P17050,29-JUN-2023,OPTIDX,PE,17050.0,0.05,
805,NFO,60166,50,NIFTY,NIFTY29JUN23C17050,29-JUN-2023,OPTIDX,CE,17050.0,0.05,
806,NFO,60163,50,NIFTY,NIFTY29JUN23P16950,29-JUN-2023,OPTIDX,PE,16950.0,0.05,
807,NFO,60162,50,NIFTY,NIFTY29JUN23C16950,29-JUN-2023,OPTIDX,CE,16950.0,0.05,
808,NFO,60159,50,NIFTY,NIFTY29JUN23P16900,29-JUN-2023,OPTIDX,PE,16900.0,0.05,
809,NFO,60158,50,NIFTY,NIFTY29JUN23C16900,29-JUN-2023,OPTIDX,CE,16900.0,0.05,
810,NFO,60155,50,NIFTY,NIFTY29JUN23P16850,29-JUN-2023,OPTIDX,PE,16850.0,0.05,
811,NFO,60154,50,NIFTY,NIFTY29JUN23C16850,29-JUN-2023,OPTIDX,CE,16850.0,0.05,
812,NFO,60151,50,NIFTY,NIFTY29JUN23P16800,29-JUN-2023,OPTIDX,PE,16800.0,0.05,
813,NFO,60150,50,NIFTY,NIFTY29JUN23C16800,29-JUN-2023,OPTIDX,CE,16800.0,0.05,
814,NFO,60147,50,NIFTY,NIFTY29JUN23P16750,29-JUN-2023,OPTIDX,PE,16750.0,0.05,
815,NFO,60146,50,NIFTY,NIFTY29JUN23C16750,29-JUN-2023,OPTIDX,CE,16750.0,0.05,
816,NFO,60145,50,NIFTY,NIFTY29JUN23P16700,29-JUN-2023,OPTIDX,PE,16700.0,0.05,
817,NFO,60144,50,NIFTY,NIFTY29JUN23C16700,29-JUN-2023,OPTIDX,CE,16700.0,0.05,
818,NFO,60143,50,NIFTY,NIFTY29JUN23P16650,29-JUN-2023,OPTIDX,PE,16650.0,0.05,
819,NFO,60142,50,NIFTY,NIFTY29JUN23C16650,29-JUN-2023,OPTIDX,CE,16650.0,0.05,
820,NFO,60141,50,NIFTY,NIFTY29JUN23P16600,29-JUN-2023,OPTIDX,PE,16600.0,0.05,
821,NFO,60140,50,NIFTY,NIFTY29JUN23C16600,29-JUN-2023,OPTIDX,CE,16600.0,0.05,
822,NFO,60139,50,NIFTY,NIFTY29JUN23P16550,29-JUN-2023,OPTIDX,PE,16550.0,0.05,
823,NFO,60138,50,NIFTY,NIFTY29JUN23C16550,29-JUN-2023,OPTIDX,CE,16550.0,0.05,
824,NFO,60137,50,NIFTY,NIFTY29JUN23P16500,29-JUN-2023,OPTIDX,PE,16500.0,0.05,
825,NFO,60136,50,NIFTY,NIFTY29JUN23C16500,29-JUN-2023,OPTIDX,CE,16500.0,0.05,
826,NFO,60135,50,NIFTY,NIFTY29JUN23P16450,29-JUN-2023,OPTIDX,PE,16450.0,0.05,
827,NFO,60134,50,NIFTY,NIFTY29JUN23C16450,29-JUN-2023,OPTIDX,CE,16450.0,0.05,
828,NFO,60133,50,NIFTY,NIFTY29JUN23P16400,29-JUN-2023,OPTIDX,PE,16400.0,0.05,
829,NFO,60132,50,NIFTY,NIFTY29JUN23C16400,29-JUN-2023,OPTIDX,CE,16400.0,0.05,
830,NFO,60131,50,NIFTY,NIFTY29JUN23P16350,29-JUN-2023,OPTIDX,PE,16350.0,0.05,
831,NFO,60130,50,NIFTY,NIFTY29JUN23C16350,29-JUN-2023,OPTIDX,CE,16350.0,0.05,
832,NFO,60129,50,NIFTY,NIFTY29JUN23P16300,29-JUN-2023,OPTIDX,PE,16300.0,0.05,
833,NFO,58769,50,NIFTY,NIFTY04MAY23P20100,04-MAY-2023,OPTIDX,PE,20100.0,0.05,
834,NFO,58768,50,NIFTY,NIFTY04MAY23C20100,04-MAY-2023,OPTIDX,CE,20100.0,0.05,
835,NFO,58767,50,NIFTY,NIFTY04MAY23P20050,04-MAY-2023,OPTIDX,PE,20050.0,0.05,
836,NFO,58766,50,NIFTY,NIFTY04MAY23C20050,04-MAY-2023,OPTIDX,CE,20050.0,0.05,
837,NFO,58765,50,NIFTY,NIFTY04MAY23P20000,04-MAY-2023,OPTIDX,PE,20000.0,0.05,
838,NFO,58764,50,NIFTY,NIFTY04MAY23C20000,04-MAY-2023,OPTIDX,CE,20000.0,0.05,
839,NFO,58763,50,NIFTY,NIFTY04MAY23P19950,04-MAY-2023,OPTIDX,PE,19950.0,0.05,
840,NFO,58762,50,NIFTY,NIFTY04MAY23C19950,04-MAY-2023,OPTIDX,CE,19950.0,0.05,
841,NFO,58761,50,NIFTY,NIFTY04MAY23P19900,04-MAY-2023,OPTIDX,PE,19900.0,0.05,
842,NFO,58760,50,NIFTY,NIFTY04MAY23C19900,04-MAY-2023,OPTIDX,CE,19900.0,0.05,
843,NFO,58759,50,NIFTY,NIFTY04MAY23P19850,04-MAY-2023,OPTIDX,PE,19850.0,0.05,
844,NFO,58758,50,NIFTY,NIFTY04MAY23C19850,04-MAY-2023,OPTIDX,CE,19850.0,0.05,
845,NFO,58757,50,NIFTY,NIFTY04MAY23P19800,04-MAY-2023,OPTIDX,PE,19800.0,0.05,
846,NFO,58756,50,NIFTY,NIFTY04MAY23C19800,04-MAY-2023,OPTIDX,CE,19800.0,0.05,
847,NFO,58755,50,NIFTY,NIFTY04MAY23P19750,04-MAY-2023,OPTIDX,PE,19750.0,0.05,
848,NFO,58754,50,NIFTY,NIFTY04MAY23C19750,04-MAY-2023,OPTIDX,CE,19750.0,0.05,
849,NFO,58753,50,NIFTY,NIFTY04MAY23P19700,04-MAY-2023,OPTIDX,PE,19700.0,0.05,
850,NFO,58752,50,NIFTY,NIFTY04MAY23C19700,04-MAY-2023,OPTIDX,CE,19700.0,0.05,
851,NFO,58751,50,NIFTY,NIFTY04MAY23P19650,04-MAY-2023,OPTIDX,PE,19650.0,0.05,
852,NFO,58750,50,NIFTY,NIFTY04MAY23C19650,04-MAY-2023,OPTIDX,CE,19650.0,0.05,
853,NFO,58749,50,NIFTY,NIFTY04MAY23P19600,04-MAY-2023,OPTIDX,PE,19600.0,0.05,
854,NFO,58748,50,NIFTY,NIFTY04MAY23C19600,04-MAY-2023,OPTIDX,CE,19600.0,0.05,
855,NFO,58747,50,NIFTY,NIFTY04MAY23P19550,04-MAY-2023,OPTIDX,PE,19550.0,0.05,
856,NFO,58746,50,NIFTY,NIFTY04MAY23C19550,04-MAY-2023,OPTIDX,CE,19550.0,0.05,
857,NFO,58745,50,NIFTY,NIFTY04MAY23P19500,04-MAY-2023,OPTIDX,PE,19500.0,0.05,
858,NFO,58744,50,NIFTY,NIFTY04MAY23C19500,04-MAY-2023,OPTIDX,CE,19500.0,0.05,
859,NFO,58743,50,NIFTY,NIFTY04MAY23P19450,04-MAY-2023,OPTIDX,PE,19450.0,0.05,
860,NFO,58742,50,NIFTY,NIFTY04MAY23C19450,04-MAY-2023,OPTIDX,CE,19450.0,0.05,
861,NFO,58741,50,NIFTY,NIFTY04MAY23P19400,04-MAY-2023,OPTIDX,PE,19400.0,0.05,
862,NFO,58740,50,NIFTY,NIFTY04MAY23C19400,04-MAY-2023,OPTIDX,CE,19400.0,0.05,
863,NFO,58739,50,NIFTY,NIFTY04MAY23P19350,04-MAY-2023,OPTIDX,PE,19350.0,0.05,
864,NFO,58738,50,NIFTY,NIFTY04MAY23C19350,04-MAY-2023,OPTIDX,CE,19350.0,0.05,
865,NFO,58737,50,NIFTY,NIFTY04MAY23P19300,04-MAY-2023,OPTIDX,PE,19300.0,0.05,
866,NFO,58736,50,NIFTY,NIFTY04MAY23C19300,04-MAY-2023,OPTIDX,CE,19300.0,0.05,
867,NFO,58735,50,NIFTY,NIFTY04MAY23P19250,04-MAY-2023,OPTIDX,PE,19250.0,0.05,
868,NFO,58734,50,NIFTY,NIFTY04MAY23C19250,04-MAY-2023,OPTIDX,CE,19250.0,0.05,
869,NFO,58733,50,NIFTY,NIFTY04MAY23P19200,04-MAY-2023,OPTIDX,PE,19200.0,0.05,
870,NFO,58732,50,NIFTY,NIFTY04MAY23C19200,04-MAY-2023,OPTIDX,CE,19200.0,0.05,
871,NFO,58731,50,NIFTY,NIFTY04MAY23P19150,04-MAY-2023,OPTIDX,PE,19150.0,0.05,
